NAME_1,cl_1,cl_2,cl_3,cl_4,cl_5,cl_6,cl_7,cl_8,cl_9,cl_10,cl_11,cl_12,cl_13,cl_14,cl_15,cl_16,cl_17,cl_18,cl_19,cl_20,cl_21,cl_22,cl_23,cl_24,cl_25,cl_26,cl_27,cl_28,cl_29,cl_30,cl_31,cl_32,cl_33,cl_34,cl_35,cl_36,cl_37,cl_38,cl_39,cl_40,cl_41,cl_42,cl_43,cl_44,cl_45,cl_46,cl_47,cl_48,cl_49,cl_50,cl_51,cl_52,cl_53,cl_54,cl_55,cl_56,cl_57,cl_58,cl_59,cl_60,cl_61,cl_62,cl_63,cl_64,cl_65,cl_66,cl_67,cl_68,cl_69,cl_70,cl_71,cl_72,cl_73,cl_74,cl_75,cl_76,cl_77,cl_78,cl_79,cl_80,cl_81,cl_82,cl_83,cl_84,cl_85,cl_86,cl_87,cl_88,cl_89,cl_90,cl_91,cl_92,cl_93,cl_94,cl_95,cl_96,cl_97,cl_98,cl_99,cl_100,most_cl
Chiang Rai,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns
Chon Buri,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Chumphon,ns,ns,ns,ns,HL,ns,ns,ns,ns,LH,ns,ns,ns,ns,HL,ns,LL,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Kalasin,LL,HL,ns,ns,LL,ns,LL,HH,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,HL,HL,ns,ns,ns,ns,HL,ns,LH,ns,LL,ns,ns,LH,ns,ns,LH,ns,ns
Kamphaeng Phet,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Kanchanaburi,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Khon Kaen,HL,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Krabi,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,LL,ns,LH,ns,LL,ns,LH,ns,ns,ns,ns,ns,ns,ns,HH,LH,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,LL,ns,ns
Lampang,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Lamphun,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns
Loei,ns,ns,ns,ns,ns,ns,ns,ns,HL,LL,LH,ns,HH,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,LL,HL,ns,ns,ns,ns,ns,ns,HL,LH,ns,ns,HH,ns,ns,ns,LL,LL,HL,ns,LH,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,LH,ns,HL,HL,ns,ns,ns,ns,LL,HH,ns,ns,LL,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns
Lop Buri,ns,ns,ns,HH,ns,ns,HH,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,HL,ns,LH,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns
Mae Hong Son,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Maha Sarakham,ns,ns,ns,ns,ns,ns,LL,HH,HH,ns,ns,ns,ns,ns,LL,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns
Mukdahan,ns,ns,HH,ns,ns,ns,ns,ns,LH,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,HL,ns,ns,ns,ns,ns,ns,HL,HL,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,LH,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,HH,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns
Nakhon Nayok,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Nakhon Pathom,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,HH,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,HH,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,HH,ns,LL,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Nakhon Phanom,ns,HL,ns,ns,ns,ns,ns,LH,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,LH,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,HH,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,LL,ns,LH,ns,HL,HL,ns,HH,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns
Nakhon Ratchasima,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,HH,HL,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Nakhon Sawan,ns,ns,ns,ns,ns,ns,ns,HL,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,HL,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,LL,ns,ns,HL,HL,ns,ns,ns,LH,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Nakhon Si Thammarat,ns,HH,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,HL,ns,LH,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,LL,ns,ns
Nan,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
Narathiwat,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns
Nong Bua Lam Phu,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,HH,ns,ns,ns,ns,ns,HL,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,HL,ns,ns,ns,ns,HH,ns,ns,LL,ns,HL,ns,ns,HH,ns,ns,ns,ns,ns
Nong Khai,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,LH,HL,HH,ns,ns,ns,HH,LH,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,LL,LL,LH,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,LL,ns,ns,LL,ns,ns,ns,LL,HL,HL,ns,HH,ns,ns,HL,ns,ns,ns,ns,ns,ns,HH,ns,ns,HH,ns,ns
Nonthaburi,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,LH,LL,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,LL,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,LL,ns,HH,ns,ns,ns
Pathum Thani,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,LL,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,HH,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,LH,LL,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns
Pattani,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,HL,ns,ns
Phangnga,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,HH,HL,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,HL,ns,ns,LH,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,ns,ns,ns,ns,ns,ns,ns
Phatthalung,ns,ns,ns,ns,ns,ns,ns,ns,HL,LL,ns,HL,ns,ns,ns,ns,ns,ns,ns,HL,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LH,ns,ns,LH,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,HL,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HL,ns,LL,ns,ns,ns,LL,ns,LL,ns,ns
Phayao,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,HL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LL,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,HH,ns,ns,ns,ns,ns,ns,ns,ns
