NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Nonthaburi,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Pathum Thani,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Pattani,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Phangnga,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phatthalung,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phayao,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Phetchabun,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phetchaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phichit,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phitsanulok,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phra Nakhon Si Ayutthaya,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Phrae,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phuket,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Prachin Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Prachuap Khiri Khan,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Ranong,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Ratchaburi,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Rayong,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Roi Et,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Sa Kaeo,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Sakon Nakhon,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Samut Prakan,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Samut Sakhon,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Samut Songkhram,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Saraburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Satun,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Si Sa Ket,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Sing Buri,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Songkhla,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Sukhothai,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Suphan Buri,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Surat Thani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Surin,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Tak,88,12,0,0,100,0.88,0.12,0,1,0,0.88,0
Trang,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Trat,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Ubon Ratchathani,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Udon Thani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Uthai Thani,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Uttaradit,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Yala,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Yasothon,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
