NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Prachuap Khiri Khan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Ranong,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Ratchaburi,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Rayong,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Roi Et,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Sa Kaeo,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Sakon Nakhon,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Samut Prakan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Samut Sakhon,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Samut Songkhram,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Saraburi,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Satun,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Si Sa Ket,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Sing Buri,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Songkhla,88,12,0,0,100,0.88,0.12,0,1,0,0.88,0
Sukhothai,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Suphan Buri,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Surat Thani,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Surin,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Tak,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Trang,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Trat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Ubon Ratchathani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Udon Thani,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Uthai Thani,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Uttaradit,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Yala,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Yasothon,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
