"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Lampang",0,0,0,0,2,0,0,0,2,7,10,9,6,8,3,0,0,2011
"Lampang",0,4,0,0,1,0,0,0,2,6,22,10,2,4,1,0,8,2012
"Lampang",0,0,4,2,2,1,1,7,36,98,368,135,90,71,40,15,0,2013
"Lampang",0,0,0,0,0,0,0,1,0,8,18,4,4,4,6,2,0,2014
"Lampang",0,0,0,0,0,2,0,0,3,28,94,72,35,18,25,5,0,2015
"Lampang",0,0,0,0,0,2,0,3,2,15,38,42,26,21,8,8,0,2016
"Lampang",0,0,0,0,0,0,0,0,2,12,25,17,4,5,9,1,0,2017
"Lampang",0,0,0,0,0,0,0,0,4,8,18,11,10,6,7,1,0,2018
"Lampang",0,1,1,1,0,1,1,3,8,17,55,36,21,13,14,6,0,2019
"Lampang",0,0,0,0,0,0,0,0,5,17,46,29,12,7,8,9,0,2020
"Lamphun",0,0,0,0,0,0,0,0,1,6,15,8,6,4,5,0,0,2011
"Lamphun",0,0,0,0,0,1,0,0,0,8,14,4,1,6,2,2,0,2012
"Lamphun",0,0,0,0,0,0,1,9,16,38,102,62,44,30,19,10,0,2013
"Lamphun",0,0,0,0,0,0,0,0,2,2,4,3,1,1,1,0,0,2014
"Lamphun",0,1,0,0,1,1,1,4,7,8,33,20,11,4,4,4,0,2015
"Lamphun",0,0,1,0,0,1,2,3,13,21,40,21,21,22,10,9,0,2016
"Lamphun",0,0,0,0,0,0,0,2,3,8,19,18,12,14,6,1,0,2017
"Lamphun",0,0,0,0,0,0,1,1,2,2,9,12,9,5,6,3,0,2018
"Lamphun",0,0,1,2,0,0,2,0,1,4,19,19,4,2,5,2,0,2019
"Lamphun",0,1,0,0,0,0,0,0,0,1,6,0,2,4,7,8,0,2020
"Loei",0,0,1,1,1,3,1,1,15,22,26,10,13,6,2,1,0,2011
"Loei",0,2,1,1,0,4,2,4,14,62,78,24,22,4,4,1,0,2012
"Loei",0,5,3,8,4,6,10,16,60,157,289,117,56,34,17,9,0,2013
"Loei",0,0,0,2,0,0,0,1,1,6,5,4,3,0,1,0,0,2014
"Loei",0,0,0,0,2,4,0,0,10,35,54,33,34,11,7,2,0,2015
"Loei",0,0,0,1,1,1,1,2,12,29,50,29,15,21,7,7,0,2016
"Loei",0,0,0,1,0,0,2,0,9,15,25,18,13,12,6,5,0,2017
"Loei",0,1,2,2,1,3,2,4,19,43,37,21,14,11,8,1,0,2018
"Loei",0,3,1,3,7,8,5,16,55,134,162,65,31,34,16,7,0,2019
"Loei",0,1,1,1,0,2,3,1,23,42,68,32,18,11,13,5,0,2020
"Lop Buri",0,10,6,10,14,7,15,27,79,214,270,109,56,31,16,9,0,2011
"Lop Buri",0,4,10,15,16,14,17,33,74,170,215,97,38,24,13,7,0,2012
"Lop Buri",0,3,2,2,4,9,9,12,42,70,120,26,15,7,4,2,0,2013
"Lop Buri",0,1,0,4,2,3,4,4,20,54,82,24,10,8,3,7,0,2014
"Lop Buri",0,1,2,7,4,5,10,12,59,117,226,109,52,37,21,12,0,2015
"Lop Buri",0,1,2,1,3,5,0,8,7,18,25,11,7,3,3,2,0,2016
"Lop Buri",0,0,0,0,0,0,1,0,4,6,6,7,2,2,0,1,0,2017
"Lop Buri",0,6,1,3,4,10,9,10,49,72,88,28,17,11,2,6,0,2018
"Lop Buri",0,5,2,4,2,8,9,11,39,84,133,33,22,21,12,3,0,2019
"Lop Buri",0,6,3,2,5,3,5,4,23,65,114,61,25,19,12,13,0,2020
"Mae Hong Son",0,0,0,0,0,1,1,1,3,6,13,17,8,4,1,2,0,2011
"Mae Hong Son",0,0,0,0,0,2,0,0,4,8,19,16,9,5,2,1,0,2012
"Mae Hong Son",0,0,0,2,1,4,2,4,16,42,108,78,52,37,26,12,0,2013
"Mae Hong Son",0,0,0,0,0,3,1,3,6,23,49,26,19,10,9,7,0,2014
"Mae Hong Son",0,0,0,1,0,0,1,1,5,13,43,30,25,13,10,6,0,2015
"Mae Hong Son",0,0,0,4,0,1,2,2,7,27,35,33,35,23,21,3,0,2016
"Mae Hong Son",0,0,0,0,0,1,0,0,4,18,32,20,20,12,6,10,0,2017
"Mae Hong Son",0,0,0,1,1,0,0,1,2,20,24,20,13,10,11,8,0,2018
"Mae Hong Son",0,1,0,1,1,0,3,1,4,11,8,9,6,5,4,2,0,2019
"Mae Hong Son",0,0,0,1,0,0,0,1,6,19,54,35,27,21,21,12,0,2020
"Maha Sarakham",0,1,0,2,2,5,1,8,46,99,116,16,6,8,6,1,0,2011
"Maha Sarakham",0,2,1,4,2,3,8,7,30,118,156,29,5,2,3,1,0,2012
"Maha Sarakham",0,5,4,6,11,11,10,19,93,255,440,95,38,15,12,8,0,2013
"Maha Sarakham",0,0,1,1,2,3,5,1,8,25,34,8,6,5,4,2,0,2014
"Maha Sarakham",0,0,1,2,3,3,3,13,32,87,165,39,25,12,2,5,0,2015
"Maha Sarakham",0,1,0,1,3,3,3,3,9,24,89,17,11,13,4,9,0,2016
"Maha Sarakham",0,3,0,0,0,2,2,7,20,34,64,15,8,10,13,7,0,2017
"Maha Sarakham",0,2,1,3,3,5,3,7,34,83,82,26,16,7,3,1,0,2018
"Maha Sarakham",0,5,1,3,5,8,9,28,59,152,180,62,20,14,5,5,0,2019
"Maha Sarakham",0,4,0,2,2,6,9,9,43,123,177,68,31,12,6,5,0,2020
"Mukdahan",0,0,0,0,0,1,1,0,4,13,21,12,1,1,1,0,0,2011
"Mukdahan",0,0,1,0,0,0,3,1,12,27,31,13,7,1,1,1,0,2012
"Mukdahan",0,3,1,0,1,5,5,6,23,70,116,43,31,12,2,1,0,2013
"Mukdahan",0,0,0,0,0,0,1,0,3,4,11,3,4,2,0,0,0,2014
"Mukdahan",0,0,0,0,0,2,0,1,6,14,40,24,18,6,2,0,0,2015
"Mukdahan",0,0,1,0,1,4,0,2,5,15,20,14,7,3,4,0,0,2016
"Mukdahan",0,0,0,0,0,1,1,1,5,14,24,9,9,4,4,0,0,2017
"Mukdahan",0,0,0,0,0,0,0,1,1,8,10,9,4,3,2,1,0,2018
"Mukdahan",0,1,1,0,2,0,1,2,12,25,56,20,14,7,2,3,0,2019
"Mukdahan",0,0,1,0,0,0,0,2,5,10,34,16,6,3,0,0,0,2020
"Nakhon Nayok",0,0,0,0,1,1,0,1,7,26,43,26,12,4,3,2,0,2011
"Nakhon Nayok",0,1,0,1,0,0,1,0,3,5,17,3,5,1,1,0,0,2012
"Nakhon Nayok",0,1,0,0,0,0,1,1,2,15,26,9,6,4,1,0,0,2013
"Nakhon Nayok",0,0,0,0,0,0,0,1,4,4,16,6,6,3,3,1,0,2014
"Nakhon Nayok",0,0,0,0,0,0,1,1,4,16,24,22,13,4,6,2,0,2015
"Nakhon Nayok",0,0,1,0,0,0,1,1,1,0,6,0,0,0,0,2,0,2016
"Nakhon Nayok",0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,2017
"Nakhon Nayok",0,1,0,1,1,1,1,0,8,19,32,23,14,6,7,5,0,2018
"Nakhon Nayok",0,0,0,1,0,2,2,1,2,16,23,11,4,5,1,1,0,2019
"Nakhon Nayok",0,1,0,0,0,0,0,2,1,7,7,3,1,2,1,2,0,2020
"Nakhon Pathom",0,6,4,6,7,15,9,30,94,217,340,148,95,28,16,7,0,2011
"Nakhon Pathom",0,5,4,6,7,13,10,17,50,146,224,80,57,40,15,8,0,2012
"Nakhon Pathom",0,11,9,7,6,11,16,15,55,146,256,100,73,29,13,11,0,2013
"Nakhon Pathom",0,4,0,7,4,4,2,7,26,86,135,63,36,33,10,7,0,2014
"Nakhon Pathom",0,7,6,6,12,14,15,20,79,222,511,211,157,106,58,37,0,2015
"Nakhon Pathom",0,4,1,4,1,6,4,5,19,35,90,58,39,29,27,11,0,2016
"Nakhon Pathom",0,3,1,0,2,6,7,6,32,81,169,99,49,38,20,16,0,2017
"Nakhon Pathom",0,7,4,1,7,3,12,16,48,184,443,232,152,60,40,30,0,2018
"Nakhon Pathom",0,5,2,1,2,7,11,8,39,102,293,157,105,51,39,31,0,2019
"Nakhon Pathom",0,2,3,0,1,1,4,3,11,34,97,46,27,14,18,15,0,2020
"Nakhon Phanom",0,0,0,1,4,4,1,4,18,23,17,8,11,6,3,2,0,2011
"Nakhon Phanom",0,0,0,0,4,2,2,6,26,30,35,13,4,5,2,2,0,2012
"Nakhon Phanom",0,11,1,9,9,11,25,25,112,266,313,123,75,32,22,6,0,2013
"Nakhon Phanom",0,0,1,0,0,1,5,7,7,13,9,1,2,5,2,1,0,2014
"Nakhon Phanom",0,6,1,1,1,3,4,8,30,60,79,27,21,11,2,3,0,2015
"Nakhon Phanom",0,2,1,3,0,1,0,1,14,22,34,9,7,5,0,2,0,2016
"Nakhon Phanom",0,0,0,0,0,0,1,2,3,16,9,9,6,2,3,0,0,2017
"Nakhon Phanom",0,1,0,1,1,1,0,1,9,12,23,10,5,0,1,0,0,2018
"Nakhon Phanom",0,2,0,1,1,5,4,3,34,81,87,36,29,30,8,8,0,2019
"Nakhon Phanom",0,2,1,0,0,1,0,1,3,21,28,8,2,4,0,1,0,2020
"Nakhon Ratchasima",1,19,12,21,22,40,38,46,193,439,483,162,74,32,18,12,0,2011
"Nakhon Ratchasima",0,28,9,31,31,38,40,51,240,577,640,231,101,45,26,15,0,2012
"Nakhon Ratchasima",0,57,33,44,66,69,67,116,414,980,1245,456,223,105,47,28,0,2013
"Nakhon Ratchasima",0,3,1,9,2,9,8,10,41,113,137,51,20,14,7,8,0,2014
"Nakhon Ratchasima",0,21,7,25,47,43,36,57,296,657,1022,491,291,125,76,26,0,2015
"Nakhon Ratchasima",0,15,19,15,18,15,13,15,50,106,165,127,51,35,15,16,0,2016
"Nakhon Ratchasima",0,6,2,5,8,9,10,9,66,169,204,84,46,41,14,18,0,2017
"Nakhon Ratchasima",2,14,1,8,10,21,30,29,136,327,359,116,66,33,30,16,0,2018
"Nakhon Ratchasima",1,37,7,12,19,39,41,58,251,572,795,277,163,97,74,44,0,2019
"Nakhon Ratchasima",0,20,13,13,8,17,22,41,163,425,586,217,124,63,41,40,0,2020
"Nakhon Sawan",0,7,5,10,19,18,21,16,104,308,563,223,106,50,24,12,0,2011
"Nakhon Sawan",0,4,13,13,10,16,24,17,103,266,426,130,68,26,13,11,0,2012
"Nakhon Sawan",0,9,8,6,14,13,13,19,92,220,399,116,75,37,18,5,0,2013
"Nakhon Sawan",0,3,4,4,5,3,3,3,20,40,85,30,21,9,7,4,0,2014
"Nakhon Sawan",0,0,10,7,7,12,15,17,80,206,388,203,111,87,47,32,0,2015
"Nakhon Sawan",0,2,0,3,2,3,4,3,14,27,58,30,16,13,8,0,0,2016
"Nakhon Sawan",0,1,1,1,1,1,0,4,14,33,55,38,15,12,4,6,0,2017
"Nakhon Sawan",0,6,5,4,10,8,13,5,50,146,226,130,64,41,30,15,0,2018
"Nakhon Sawan",0,2,2,5,6,5,5,8,25,71,111,52,22,14,15,12,0,2019
"Nakhon Sawan",0,2,1,1,1,1,3,0,29,46,75,56,27,15,9,8,0,2020
"Nakhon Si Thammarat",0,7,8,5,6,11,15,13,40,102,118,45,28,11,7,8,0,2011
"Nakhon Si Thammarat",0,5,13,13,21,20,28,25,99,245,342,139,64,28,19,8,0,2012
